cluster,0,1,2,3,4,5,6,7
0.0,-0.5923292875417634,0.19133806076441334,-0.11196196867846836,-0.835838307716765,1.025062779328022,-0.24242321611366063,-0.07400120084781375,-0.35631633206776214
10.0,0.8714692311346803,-0.6342929081065093,-0.5589405371454483,1.1048013501208007,-1.004894467026884,2.8702617464027944,-0.307050026016653,-0.9293128749215689
4.0,-0.6498994618814485,-0.6581575646908113,-0.4535167569483812,1.2218781280624469,-0.9286068331981012,-0.31088338274586486,4.0596771887606105,-0.82779240584742
6.0,-0.6613196170257608,-0.6535665276477065,3.2079914228454673,0.5803186540165459,-0.7292529130858311,-0.26304762623143896,-0.29907325898801923,-0.7320368322698129
10.0,1.1753949733052105,-0.6382376860039465,-0.46217853565099026,1.3816974726136855,-0.9902586748783985,2.7830762386877113,-0.3212397015764054,-0.8770096211239684
4.0,-0.6516259211110931,-0.6416044505313836,-0.4481819068739317,0.9430613313146626,-0.9677476931030873,-0.27464490923326695,4.251584122354599,-0.7881947690806883
0.0,-0.6134355678653477,0.16165335311481444,-0.007648107330864656,-0.8205405109615574,0.9273226732202524,-0.25688283518976096,-0.11875442680431086,-0.44886785711955773
5.0,-0.5895902143096317,4.0979396056281345,0.036293586104102805,0.21211996201040795,-0.9697831632010441,-0.24060086287411864,-0.2322493081680075,-0.25190203137490824
4.0,-0.6224218920149565,-0.6554620917877011,-0.4244954583721657,0.7179052813805336,-0.9883302092633226,-0.27348035570732565,3.290025862972603,-0.7879540413264489
9.0,-0.31914773965087095,1.1186927536393771,1.4745058168443006,-0.3779071307866362,-0.989184550813308,-0.2490572566902485,-0.14007233296975774,0.6076042399166723
0.0,-0.5755925510699422,0.24372930788827185,-0.10050708626870533,-0.8586176359739305,0.8521742862846774,-0.24227415718872547,-0.18888832871536532,-0.3429530098241897
0.0,-0.59594913365996,0.14948522185218516,-0.08607552699838367,-0.8016661155788528,0.901445353398338,-0.2583403992402571,-0.2134384368727817,-0.38700968622119497
4.0,-0.6232065842524264,-0.660735820900262,-0.4436324132923759,0.9036809162170921,-1.0051681081736703,-0.2699116624392093,3.6998718495394107,-0.8169562756565659
5.0,-0.5906153081189119,5.0557712476270975,0.10648407569341797,0.547000102650748,-0.9993827333443341,-0.25922448771527057,-0.2414559359579419,-0.1525948115646808
0.0,-0.6263334971117867,0.05654268758741515,-0.11692930731305143,-0.8087070981251364,0.858825223458831,-0.2456573656468951,-0.24539959002936035,-0.3392291360425398
0.0,-0.6018854378916254,0.15177586402580848,-0.14600752115526502,-0.8934661225247256,0.8498844363655895,-0.26850635405839673,-0.16485346818411584,-0.4527244133095372
8.0,-0.6608521034817108,-0.6149998774812446,-0.5812147121526618,-0.915483227641982,-1.066518077799034,-0.272828655516484,-0.13240192963094077,-0.7428530011406995
8.0,-0.6640089343474468,-0.7201127358556758,-0.6762314680208376,-1.1107233728201864,-1.071044602990705,-0.25917169467946677,-0.18301937279819563,-0.7675790060145453
0.0,-0.6040599303875058,0.1344900433077681,-0.12817710223262263,-0.8508060316211807,0.9993373159963563,-0.2716230871142525,-0.15633502953462924,-0.3181701399104719
4.0,-0.6364505181796788,-0.6084029274835946,-0.42099017801799815,1.24627256645974,-0.9564926792616922,-0.2733588434105467,4.121149357117834,-0.763540272911002
10.0,1.1330149112079682,-0.6086003886319568,-0.3204003690724754,1.336176783783089,-0.9722075573872482,3.1794475809805904,-0.40763366158528336,-0.9148994707280744
0.0,-0.6035318718628695,0.2585799169860325,-0.07528599073794057,-0.9148523719636782,0.6650846923122941,-0.26845323341815125,-0.18061967831786072,-0.5404709363243464
0.0,-0.5741224140884782,0.24138849081654057,-0.042143680895544114,-0.8091477944658617,0.8460639597926484,-0.255140411759513,-0.10809203467614285,-0.42557922557006483
5.0,-0.5967339129016767,4.01274508144726,0.1983749159590288,0.5008150356687112,-0.9859397840436621,-0.28110218726154146,-0.2152816522190757,-0.23983084124796505
0.0,-0.5798356975293193,0.1226214200227921,-0.07139611187962872,-0.8745438742299794,0.9425976956434269,-0.24628865236939357,-0.10200715437197327,-0.45083502497883404
0.0,-0.5952455113214571,0.3068555786714941,-0.099589812310528,-0.838974118200308,0.8026418169506001,-0.2357069671294785,-0.14519297759587363,-0.5115351838381461
0.0,-0.5988375187187461,0.22889284936367385,-0.14339067476592743,-0.8040619611985761,0.946069096836045,-0.2126274972547663,0.05046353057281455,-0.39977367610733583
10.0,1.2030000976240858,-0.6151807702576141,-0.4591625671333562,1.691974868511787,-0.959606025421706,2.7545593743407433,-0.4073245132491052,-1.0052706413031465
10.0,1.0914475321877743,-0.6761367050282023,-0.47334835617443294,1.3019894345487122,-0.982013981184727,2.4923641865118342,-0.4074177915749027,-0.8416902066388767
0.0,-0.6119542826531461,0.06551365184961525,-0.15003847693212852,-0.8522070692196725,0.8643310457437198,-0.2530251580286424,-0.3757198220424008,-0.33504821325155404
4.0,-0.65303001853619,-0.6559227603861514,-0.407707098789858,1.0413915487374954,-0.9574902100106113,-0.2569726023909146,3.4113946320696833,-0.7907510903981784
10.0,1.0717934946925052,-0.6969323317490591,-0.4410809460575793,1.487035153017333,-0.9543333513266631,3.2510766692576847,-0.43784424940280486,-0.9667844685640273
0.0,-0.5762647836331508,0.159529927612291,-0.05107748400356743,-0.7457437058335505,1.0740383804817184,-0.23138918148050938,-0.1671122223434471,-0.41466689936563544
0.0,-0.5939069820022221,0.18881131551043406,-0.05556465709174423,-0.8128573795913334,0.8754013752982922,-0.2545031329680705,-0.4131650567155505,-0.19635386837298846
0.0,-0.5856414092678561,0.09536435348924927,-0.20991399117267345,-0.8312745381982223,1.0488032612071785,-0.26597332287721925,-0.21219933641812344,-0.4410070564598385
0.0,-0.5759935465683191,0.09202687514911356,-0.06726844590633894,-0.8775618791699552,0.7343988140471773,-0.2502964661062274,-0.1613132048363949,-0.361929776722401
2.0,0.009412759918939723,2.179930091973281,1.1515185988486898,1.0136325368970402,0.27384235802215556,-0.052860356435150774,0.8100131149450045,0.32792758952890394
0.0,-0.5992462460429285,0.3324698704482727,-0.1606172576517098,-0.8840302478702184,0.9110008189389117,-0.25332360072978516,-0.070308067455288,-0.3981960145542101
4.0,-0.6304167498829659,-0.6346313001244492,-0.4817563004253036,1.0181373805054115,-0.9526987845615701,-0.2983154657280093,3.368545239177717,-0.807121532475212
7.0,2.024401615170631,-0.6114658229996457,0.8214112596635168,1.7294533930440557,-0.9632129340418905,0.06602367208305457,-0.42699415105530775,-0.7707362595712933
0.0,-0.5762802645875434,0.2731056786067653,-0.2160671752061814,-0.8317852816293225,0.9987165583309185,-0.24995777202646988,-0.09577617652289028,-0.3639386392184513
4.0,-0.6185055971041747,-0.6618414669299622,-0.5724617934141275,0.9507040965871084,-0.9549459696639769,-0.2452743760812915,4.035245912323865,-0.8092423724406971
0.0,-0.613521360112424,0.0779606972348917,-0.12675023027657173,-0.862001623626973,0.6700784209677259,-0.23937485963020155,-0.12636709548880048,-0.3761892955674831
0.0,-0.6055823213366738,0.1723598974149538,-0.10650226206815212,-0.8073885253859806,0.9859072679938619,-0.2558424317465731,0.05204012708671296,-0.3467121103953834
0.0,-0.5624140447912166,0.16292837547842876,-0.07702589715676963,-0.844190178553579,0.9312955879257075,-0.25205047199536684,-0.05699245136602939,-0.42062293155242386
0.0,-0.5775984938842816,0.12768989975133765,-0.11135297695827792,-0.8959458323185615,0.7690701706617702,-0.24116918592073747,-0.16151336798037866,-0.3856959170489779
0.0,-0.5699791858075411,0.1670090683971159,-0.10361017487906175,-0.914259752644462,0.6927881188663896,-0.23146384441289428,-0.005487634253911938,-0.44892428481866326
0.0,-0.5942575702229396,0.30502001195667805,-0.06909967374867534,-0.8310067149390443,0.8148981007790942,-0.31299558120681525,-0.15667062143534816,-0.40653406100358774
4.0,-0.6566764744512953,-0.6608325154341463,-0.4896391170692838,0.9755797301843723,-0.9967330639707962,-0.25066429223638753,3.932215089802763,-0.8330958758747026
0.0,-0.5809435229881068,0.1533774500457351,-0.16016618472011987,-0.8649538535827862,0.819997103668955,-0.2319558033728715,-0.14630103698948235,-0.29491454213769014
4.0,-0.6325120796091782,-0.6123393481297386,-0.4164956576777995,0.9929017511626282,-0.9387532131486083,-0.2829379570924279,3.145047490563769,-0.7523161409808692
0.0,-0.6122827952964942,0.23064472198121344,-0.12222912559875376,-0.849604941355873,0.7984410335847321,-0.27500840274581934,-0.2726619913820449,-0.45505886567607334
4.0,-0.6533016453155798,-0.6645452004375643,-0.4496193105505661,1.1690647839806654,-0.983606484412744,-0.2584259405485631,3.0857500448552795,-0.7701881377762793
4.0,-0.628616931061191,-0.6562409500962713,-0.6715240187311982,0.6726845185569191,-0.9759932257201884,-0.2563077063324916,3.695418172295489,-0.8023077315066742
0.0,-0.5932588692952457,0.22874818819113268,-0.20435924798974675,-0.8413368024321474,0.6081528684515873,-0.2523573036546599,-0.05183036527806409,-0.3824576595417546
0.0,-0.6040086174828855,0.10739250236300586,-0.26313811695360395,-0.899680834342941,0.6922026433225671,-0.22019182800459705,-0.06133902329748056,-0.5023104211161951
0.0,-0.5903532667847403,0.2620098658919987,-0.11753675429078023,-0.8616106201894201,0.8192846035357088,-0.2722069762809327,-0.15004288823963338,-0.33434544659646875
9.0,-0.35950865268796856,0.8473139981332743,1.2763293053878064,-0.36124834317875004,-0.9681706714148102,-0.2487237100687554,-0.31500761128675225,0.2875243001497748
0.0,-0.6122364736148374,0.007597865316732483,-0.0509545675094923,-0.8415559374682949,0.5901320397899802,-0.26179222316741574,-0.26742815467966663,-0.41492892951519605
0.0,-0.6226406394442857,0.28450913781564263,-0.055397418338448315,-0.827834926893913,0.8744522630586951,-0.26574408769911345,-0.02648635227659367,-0.3616662270996009
6.0,-0.6356364726854885,-0.6078933355670592,2.3141382197507294,0.816841312587566,-0.6956858130566859,-0.27432454671213136,-0.41564063462923495,-0.6669830922834785
0.0,-0.5833186972507168,0.2787846062940948,-0.1950739162229052,-0.8570956662215917,0.7197119413547401,-0.2409745424904412,-0.16679754808295955,-0.3110309250056985
9.0,-0.3432590417209852,0.9140923817116363,1.2618234938100228,-0.37297555329689247,-0.989051748563569,-0.2627102164387958,-0.1504081388122883,0.3532095981178031
8.0,-0.6528199351969435,-0.688815648635851,-0.5317513990934508,-0.9382967886712075,-1.0447534452749878,-0.2472470546756782,-0.13778181661358105,-0.6492470136912927
0.0,-0.5958221996067924,0.11300504784456887,-0.17377917174197213,-0.837095559900082,0.7990277405803691,-0.24932399811049966,-0.22030620029080167,-0.32929349888598214
0.0,-0.5919709229016094,0.11312065859069287,-0.11172836082690177,-0.8582917836319531,0.7378591092743638,-0.2508344360661824,-0.2397954881789055,-0.3293020531158318
0.0,-0.5755849934563472,0.2719644260528879,-0.05487130835873931,-0.8152481101863254,1.0514063193104486,-0.2581869557917893,-0.19470672659293728,-0.26428015128806526
4.0,-0.6246189020892731,-0.6377469942547991,-0.48124774293955846,1.05315752925586,-0.9698664481208057,-0.27416997142836425,3.431543569840422,-0.7590600780086938
5.0,-0.5822013415094222,4.5425289061884175,0.28050502063432814,0.10087193971586195,-0.9873376386166726,-0.21442954092122635,-0.14030907324250655,-0.09750432821887589
8.0,-0.6624857921018634,-0.6971942440868519,-0.7368336320813575,-0.9160502901265906,-1.0564153761541892,-0.26573261081982713,-0.1965208740142044,-0.785282963617576
6.0,-0.6677752270613255,-0.6586080295092358,2.985558223613778,0.502694994427103,-0.8269328585811803,-0.2943248813682586,-0.3977673466926134,-0.7932498663251379
0.0,-0.5720190121978047,0.2381940773810147,-0.09457670017141567,-0.864629444257037,0.8240577950502409,-0.2428547140955022,-0.23628266334686177,-0.31230134065952225
0.0,-0.5765076079241275,0.06893220798805724,-0.13896063966068095,-0.8475418961434784,0.8065879052458659,-0.2838960530814457,-0.27540860827225067,-0.29213960862745547
0.0,-0.5760837873560951,0.24320675724061108,-0.10572526702110031,-0.8567583505531858,0.7284637018686406,-0.2790579238468164,-0.0062661322613325465,-0.20102183992515615
9.0,-0.3604908551163282,0.9832639776778848,1.1828259835110062,-0.4794561499769122,-0.9756845362898737,-0.24942314569498616,-0.20737437937354217,0.27906144068331284
0.0,-0.582571350299796,0.10385910937710376,-0.09717124245927883,-0.8686078683126635,0.7207307127072964,-0.24918703503644574,-0.1617123317801973,-0.35904853679245763
